categoria,trecho,q_inicio,q_fim,q_inicio_analise,fps,id_j,@f,@Vd,@Van,sexo,dosagem,unidade,id_video
Immobility,89,4794,4882,103,30.0,5f8f5510d3d64947e0da23b3,4821,-11.173431491933243,-2.94846,femea,flx2.5mg,A7,5f8f5510d3d64947e0da23b5
Immobility,89,4794,4882,103,30.0,5f8f5510d3d64947e0da23b3,4834,4.8133757092834655,1.27016,femea,flx2.5mg,A7,5f8f5510d3d64947e0da23b5
Swimming,42,3598,3668,103,30.0,5f8f5510d3d64947e0da23b3,3639,5.494439419739176,1.4498799999999998,femea,flx2.5mg,A7,5f8f5510d3d64947e0da23b5
Swimming,46,3715,3737,103,30.0,5f8f5510d3d64947e0da23b3,3735,-6.052190125864657,-1.5970600000000001,femea,flx2.5mg,A7,5f8f5510d3d64947e0da23b5
Swimming,71,4345,4359,103,30.0,5f8f5510d3d64947e0da23b3,4348,-7.228059582337517e-06,-1.90735e-06,femea,flx2.5mg,A7,5f8f5510d3d64947e0da23b5
Swimming,104,5156,5174,103,30.0,5f8f5510d3d64947e0da23b3,5160,-30.63903724401372,-8.08507,femea,flx2.5mg,A7,5f8f5510d3d64947e0da23b5
Swimming,142,6644,6659,103,30.0,5f8f5510d3d64947e0da23b3,6652,-0.3140733713638959,-0.08287810000000001,femea,flx2.5mg,A7,5f8f5510d3d64947e0da23b5
Climbing,12,1311,1523,103,30.0,5f8f5510d3d64947e0da23b3,1331,2.639337884200474,0.696472,femea,flx2.5mg,A7,5f8f5510d3d64947e0da23b5
Climbing,12,1311,1523,103,30.0,5f8f5510d3d64947e0da23b3,1469,46.36174846269282,12.234000000000002,femea,flx2.5mg,A7,5f8f5510d3d64947e0da23b5
Climbing,14,1545,1709,103,30.0,5f8f5510d3d64947e0da23b3,1656,18.611585510658838,4.91125,femea,flx2.5mg,A7,5f8f5510d3d64947e0da23b5
Climbing,18,1794,2001,103,30.0,5f8f5510d3d64947e0da23b3,1935,-4.558033661595363,-1.20278,femea,flx2.5mg,A7,5f8f5510d3d64947e0da23b5
Climbing,18,1794,2001,103,30.0,5f8f5510d3d64947e0da23b3,1958,-25.366136798864137,-6.69365,femea,flx2.5mg,A7,5f8f5510d3d64947e0da23b5
Headshaking,51,3797,3801,103,30.0,5f8f5510d3d64947e0da23b3,3797,6.12506379130013,1.61629,femea,flx2.5mg,A7,5f8f5510d3d64947e0da23b5
Headshaking,51,3797,3801,103,30.0,5f8f5510d3d64947e0da23b3,3798,-19.865482464340037,-5.24213,femea,flx2.5mg,A7,5f8f5510d3d64947e0da23b5
Headshaking,67,4227,4230,103,30.0,5f8f5510d3d64947e0da23b3,4229,7.11509213737488,1.8775400000000002,femea,flx2.5mg,A7,5f8f5510d3d64947e0da23b5
Headshaking,100,5090,5091,103,30.0,5f8f5510d3d64947e0da23b3,5090,-6.0285810288463,-1.59083,femea,flx2.5mg,A7,5f8f5510d3d64947e0da23b5
Headshaking,117,5750,5751,103,30.0,5f8f5510d3d64947e0da23b3,5750,-28.538244463420426,-7.530710000000001,femea,flx2.5mg,A7,5f8f5510d3d64947e0da23b5
Diving,3,907,937,103,30.0,5f8f5510d3d64947e0da23b3,908,43.84129735082941,11.5689,femea,flx2.5mg,A7,5f8f5510d3d64947e0da23b5
Diving,3,907,937,103,30.0,5f8f5510d3d64947e0da23b3,918,-2.2633658563697825,-0.59726,femea,flx2.5mg,A7,5f8f5510d3d64947e0da23b5
Diving,62,4080,4135,103,30.0,5f8f5510d3d64947e0da23b3,4095,0.9726000576016494,0.256651,femea,flx2.5mg,A7,5f8f5510d3d64947e0da23b5
Diving,62,4080,4135,103,30.0,5f8f5510d3d64947e0da23b3,4096,-1.0692950366578915,-0.282167,femea,flx2.5mg,A7,5f8f5510d3d64947e0da23b5
Diving,65,4155,4193,103,30.0,5f8f5510d3d64947e0da23b3,4190,81.85914375653705,21.6011,femea,flx2.5mg,A7,5f8f5510d3d64947e0da23b5
Immobility,7,318,352,136,30.0,5f8f550fd3d64947e0da2393,324,-2.335631090417504,-0.5957720000000001,femea,flx2.5mg,A3,5f8f550fd3d64947e0da2395
Immobility,46,1852,1940,136,30.0,5f8f550fd3d64947e0da2393,1902,-1.2111392649878012,-0.30893699999999996,femea,flx2.5mg,A3,5f8f550fd3d64947e0da2395
Immobility,70,3069,3099,136,30.0,5f8f550fd3d64947e0da2393,3077,-7.695948585997317,-1.96308,femea,flx2.5mg,A3,5f8f550fd3d64947e0da2395
Immobility,187,7456,7516,136,30.0,5f8f550fd3d64947e0da2393,7493,-8.206142133372714,-2.09322,femea,flx2.5mg,A3,5f8f550fd3d64947e0da2395
Immobility,187,7456,7516,136,30.0,5f8f550fd3d64947e0da2393,7509,29.72138116327056,7.58132,femea,flx2.5mg,A3,5f8f550fd3d64947e0da2395
Swimming,8,352,360,136,30.0,5f8f550fd3d64947e0da2393,353,-11.293765738547044,-2.88081,femea,flx2.5mg,A3,5f8f550fd3d64947e0da2395
Swimming,62,2675,2686,136,30.0,5f8f550fd3d64947e0da2393,2684,-3.7191635554382367,-0.9486829999999999,femea,flx2.5mg,A3,5f8f550fd3d64947e0da2395
Swimming,69,3062,3069,136,30.0,5f8f550fd3d64947e0da2393,3063,-1.3824347687454508,-0.352631,femea,flx2.5mg,A3,5f8f550fd3d64947e0da2395
Swimming,140,5732,5741,136,30.0,5f8f550fd3d64947e0da2393,5738,0.2312779406172451,0.0589943,femea,flx2.5mg,A3,5f8f550fd3d64947e0da2395
Swimming,159,6647,6655,136,30.0,5f8f550fd3d64947e0da2393,6649,-13.71649902840812,-3.4988,femea,flx2.5mg,A3,5f8f550fd3d64947e0da2395
Climbing,15,485,649,136,30.0,5f8f550fd3d64947e0da2393,497,2.2432403471333788e-05,5.7220500000000006e-06,femea,flx2.5mg,A3,5f8f550fd3d64947e0da2395
Climbing,15,485,649,136,30.0,5f8f550fd3d64947e0da2393,602,1.3262915246086515,0.33831,femea,flx2.5mg,A3,5f8f550fd3d64947e0da2395
Climbing,23,844,916,136,30.0,5f8f550fd3d64947e0da2393,879,39.70602648322943,10.1282,femea,flx2.5mg,A3,5f8f550fd3d64947e0da2395
Climbing,33,1343,1372,136,30.0,5f8f550fd3d64947e0da2393,1352,-3.446503641346037,-0.8791329999999999,femea,flx2.5mg,A3,5f8f550fd3d64947e0da2395
Climbing,101,4554,4619,136,30.0,5f8f550fd3d64947e0da2393,4586,-11.001229681184574,-2.80619,femea,flx2.5mg,A3,5f8f550fd3d64947e0da2395
Headshaking,120,5310,5311,136,30.0,5f8f550fd3d64947e0da2393,5310,14.886172816597169,3.79716,femea,flx2.5mg,A3,5f8f550fd3d64947e0da2395
Headshaking,132,5592,5593,136,30.0,5f8f550fd3d64947e0da2393,5592,-0.02531867821687081,-0.00645828,femea,flx2.5mg,A3,5f8f550fd3d64947e0da2395
Headshaking,134,5632,5634,136,30.0,5f8f550fd3d64947e0da2393,5632,0.015657814094681533,0.00399399,femea,flx2.5mg,A3,5f8f550fd3d64947e0da2395
Headshaking,134,5632,5634,136,30.0,5f8f550fd3d64947e0da2393,5633,11.073481618161123,2.82462,femea,flx2.5mg,A3,5f8f550fd3d64947e0da2395
Headshaking,136,5675,5676,136,30.0,5f8f550fd3d64947e0da2393,5675,-3.6139415267648407,-0.9218430000000001,femea,flx2.5mg,A3,5f8f550fd3d64947e0da2395
Immobility,67,2888,2962,108,30.0,5f8f550ed3d64947e0da2383,2944,1.3760079104561442,0.351143,femea,flx2.5mg,A1,5f8f550ed3d64947e0da2385
Immobility,67,2888,2962,108,30.0,5f8f550ed3d64947e0da2383,2952,9.225020866832383,2.35413,femea,flx2.5mg,A1,5f8f550ed3d64947e0da2385
Immobility,75,3179,3212,108,30.0,5f8f550ed3d64947e0da2383,3210,2.2308387617575947,0.569287,femea,flx2.5mg,A1,5f8f550ed3d64947e0da2385
Immobility,170,7213,7293,108,30.0,5f8f550ed3d64947e0da2383,7220,6.522677903624626,1.66452,femea,flx2.5mg,A1,5f8f550ed3d64947e0da2385
Immobility,170,7213,7293,108,30.0,5f8f550ed3d64947e0da2383,7249,0.06265653389831617,0.0159893,femea,flx2.5mg,A1,5f8f550ed3d64947e0da2385
Swimming,28,1063,1073,108,30.0,5f8f550ed3d64947e0da2383,1065,4.836990526000922,1.23435,femea,flx2.5mg,A1,5f8f550ed3d64947e0da2385
Swimming,39,1631,1643,108,30.0,5f8f550ed3d64947e0da2383,1637,3.1037737943934514,0.7920510000000001,femea,flx2.5mg,A1,5f8f550ed3d64947e0da2385
Swimming,109,5090,5096,108,30.0,5f8f550ed3d64947e0da2383,5095,87.17476804834051,22.2461,femea,flx2.5mg,A1,5f8f550ed3d64947e0da2385
Swimming,137,6028,6040,108,30.0,5f8f550ed3d64947e0da2383,6031,-4.291944945524179,-1.0952600000000001,femea,flx2.5mg,A1,5f8f550ed3d64947e0da2385
Swimming,141,6247,6268,108,30.0,5f8f550ed3d64947e0da2383,6260,-1.8347608118928536,-0.46821199999999996,femea,flx2.5mg,A1,5f8f550ed3d64947e0da2385
Climbing,31,1207,1301,108,30.0,5f8f550ed3d64947e0da2383,1278,0.6011019254959383,0.153395,femea,flx2.5mg,A1,5f8f550ed3d64947e0da2385
Climbing,31,1207,1301,108,30.0,5f8f550ed3d64947e0da2383,1284,39.02254401628071,9.95815,femea,flx2.5mg,A1,5f8f550ed3d64947e0da2385
Climbing,57,2320,2415,108,30.0,5f8f550ed3d64947e0da2383,2322,19.593269842430924,5.0,femea,flx2.5mg,A1,5f8f550ed3d64947e0da2385
Climbing,57,2320,2415,108,30.0,5f8f550ed3d64947e0da2383,2410,145.5971963337073,37.1549,femea,flx2.5mg,A1,5f8f550ed3d64947e0da2385
Climbing,64,2642,2826,108,30.0,5f8f550ed3d64947e0da2383,2660,-2.8923820060634635,-0.738106,femea,flx2.5mg,A1,5f8f550ed3d64947e0da2385
Headshaking,118,5567,5569,108,30.0,5f8f550ed3d64947e0da2383,5567,-9.005772177295583,-2.29818,femea,flx2.5mg,A1,5f8f550ed3d64947e0da2385
Headshaking,121,5588,5590,108,30.0,5f8f550ed3d64947e0da2383,5588,30.507896740855497,7.7853,femea,flx2.5mg,A1,5f8f550ed3d64947e0da2385
Headshaking,121,5588,5590,108,30.0,5f8f550ed3d64947e0da2383,5589,-7.955886406058763,-2.0302599999999997,femea,flx2.5mg,A1,5f8f550ed3d64947e0da2385
Headshaking,133,5978,5981,108,30.0,5f8f550ed3d64947e0da2383,5978,-26.38872524880187,-6.73413,femea,flx2.5mg,A1,5f8f550ed3d64947e0da2385
Headshaking,150,6539,6540,108,30.0,5f8f550ed3d64947e0da2383,6539,-6.032571851786058,-1.53945,femea,flx2.5mg,A1,5f8f550ed3d64947e0da2385
Diving,1,129,142,108,30.0,5f8f550ed3d64947e0da2383,134,27.117830006178412,6.92019,femea,flx2.5mg,A1,5f8f550ed3d64947e0da2385
Diving,1,129,142,108,30.0,5f8f550ed3d64947e0da2383,137,129.33556609528338,33.0051,femea,flx2.5mg,A1,5f8f550ed3d64947e0da2385
Diving,30,1098,1207,108,30.0,5f8f550ed3d64947e0da2383,1200,21.52473519695808,5.49289,femea,flx2.5mg,A1,5f8f550ed3d64947e0da2385
Diving,78,3251,3320,108,30.0,5f8f550ed3d64947e0da2383,3254,-23.032515684412502,-5.87766,femea,flx2.5mg,A1,5f8f550ed3d64947e0da2385
Diving,128,5740,5858,108,30.0,5f8f550ed3d64947e0da2383,5850,-61.13100190838448,-15.6,femea,flx2.5mg,A1,5f8f550ed3d64947e0da2385
Immobility,62,5164,5259,133,30.0,5f8f550ed3d64947e0da238b,5192,7.208279948250325,1.92222,femea,flx2.5mg,A2,5f8f550ed3d64947e0da238d
Immobility,81,5910,5965,133,30.0,5f8f550ed3d64947e0da238b,5958,0.6822594858782133,0.181937,femea,flx2.5mg,A2,5f8f550ed3d64947e0da238d
Immobility,89,6547,6784,133,30.0,5f8f550ed3d64947e0da238b,6731,-7.91372553921538,-2.1103400000000003,femea,flx2.5mg,A2,5f8f550ed3d64947e0da238d
Immobility,89,6547,6784,133,30.0,5f8f550ed3d64947e0da238b,6767,-93.9879125755464,-25.0636,femea,flx2.5mg,A2,5f8f550ed3d64947e0da238d
Immobility,103,7479,7559,133,30.0,5f8f550ed3d64947e0da238b,7484,1.9374516409272444,0.5166569999999999,femea,flx2.5mg,A2,5f8f550ed3d64947e0da238d
Swimming,76,5853,5857,133,30.0,5f8f550ed3d64947e0da238b,5853,0.5179842625983587,0.13813,femea,flx2.5mg,A2,5f8f550ed3d64947e0da238d
Swimming,76,5853,5857,133,30.0,5f8f550ed3d64947e0da238b,5856,-2.8890156936519147,-0.770409,femea,flx2.5mg,A2,5f8f550ed3d64947e0da238d
Swimming,78,5878,5883,133,30.0,5f8f550ed3d64947e0da238b,5881,1.1141255367153953,0.297102,femea,flx2.5mg,A2,5f8f550ed3d64947e0da238d
Swimming,84,6120,6127,133,30.0,5f8f550ed3d64947e0da238b,6124,-12.248173448915946,-3.2662,femea,flx2.5mg,A2,5f8f550ed3d64947e0da238d
Swimming,86,6200,6207,133,30.0,5f8f550ed3d64947e0da238b,6200,0.28591471303304355,0.07624439999999999,femea,flx2.5mg,A2,5f8f550ed3d64947e0da238d
Climbing,3,299,324,133,30.0,5f8f550ed3d64947e0da238b,318,-16.24021099868126,-4.33075,femea,flx2.5mg,A2,5f8f550ed3d64947e0da238d
Climbing,17,1087,1391,133,30.0,5f8f550ed3d64947e0da238b,1152,-3.883438228511072,-1.03559,femea,flx2.5mg,A2,5f8f550ed3d64947e0da238d
Climbing,17,1087,1391,133,30.0,5f8f550ed3d64947e0da238b,1346,-1.496154399035006,-0.39897699999999997,femea,flx2.5mg,A2,5f8f550ed3d64947e0da238d
Climbing,41,2982,3067,133,30.0,5f8f550ed3d64947e0da238b,3023,154.9977812638671,41.333,femea,flx2.5mg,A2,5f8f550ed3d64947e0da238d
Climbing,45,3388,3485,133,30.0,5f8f550ed3d64947e0da238b,3407,16.714020537371642,4.4571,femea,flx2.5mg,A2,5f8f550ed3d64947e0da238d
Headshaking,63,5259,5260,133,30.0,5f8f550ed3d64947e0da238b,5259,158.24263598352508,42.1983,femea,flx2.5mg,A2,5f8f550ed3d64947e0da238d
Diving,65,5263,5342,133,30.0,5f8f550ed3d64947e0da238b,5324,65.7652139674127,17.5375,femea,flx2.5mg,A2,5f8f550ed3d64947e0da238d
Diving,65,5263,5342,133,30.0,5f8f550ed3d64947e0da238b,5328,30.346272835794775,8.09239,femea,flx2.5mg,A2,5f8f550ed3d64947e0da238d
Diving,65,5263,5342,133,30.0,5f8f550ed3d64947e0da238b,5333,4.776532646670958,1.27375,femea,flx2.5mg,A2,5f8f550ed3d64947e0da238d
Diving,90,6784,6865,133,30.0,5f8f550ed3d64947e0da238b,6791,0.9245754714033038,0.24655500000000002,femea,flx2.5mg,A2,5f8f550ed3d64947e0da238d
Diving,90,6784,6865,133,30.0,5f8f550ed3d64947e0da238b,6863,19.991312554296535,5.33105,femea,flx2.5mg,A2,5f8f550ed3d64947e0da238d
Immobility,97,5382,5430,107,30.0,5f8f550fd3d64947e0da23a3,5403,0.09196418820107242,0.023016,femea,flx2.5mg,A5,5f8f550fd3d64947e0da23a5
Immobility,105,5752,5812,107,30.0,5f8f550fd3d64947e0da23a3,5755,-0.7490110733150954,-0.18745599999999998,femea,flx2.5mg,A5,5f8f550fd3d64947e0da23a5
Immobility,107,5828,5851,107,30.0,5f8f550fd3d64947e0da23a3,5839,10.814302876611253,2.7065099999999997,femea,flx2.5mg,A5,5f8f550fd3d64947e0da23a5
Immobility,116,6124,6237,107,30.0,5f8f550fd3d64947e0da23a3,6219,0.20532835029714414,0.051387800000000004,femea,flx2.5mg,A5,5f8f550fd3d64947e0da23a5
Immobility,116,6124,6237,107,30.0,5f8f550fd3d64947e0da23a3,6227,46.06200736800327,11.527999999999999,femea,flx2.5mg,A5,5f8f550fd3d64947e0da23a5
Swimming,7,345,358,107,30.0,5f8f550fd3d64947e0da23a3,350,-20.852288316413922,-5.21873,femea,flx2.5mg,A5,5f8f550fd3d64947e0da23a5
Swimming,7,345,358,107,30.0,5f8f550fd3d64947e0da23a3,355,1.9103626197700092,0.478109,femea,flx2.5mg,A5,5f8f550fd3d64947e0da23a5
Swimming,57,3306,3316,107,30.0,5f8f550fd3d64947e0da23a3,3306,22.752825599948853,5.694380000000001,femea,flx2.5mg,A5,5f8f550fd3d64947e0da23a5
Swimming,96,5359,5382,107,30.0,5f8f550fd3d64947e0da23a3,5379,9.154224614884646,2.29104,femea,flx2.5mg,A5,5f8f550fd3d64947e0da23a5
Swimming,98,5430,5449,107,30.0,5f8f550fd3d64947e0da23a3,5439,3.9891384550634377,0.998367,femea,flx2.5mg,A5,5f8f550fd3d64947e0da23a5
Climbing,22,1187,1223,107,30.0,5f8f550fd3d64947e0da23a3,1222,-0.9690882162559568,-0.242535,femea,flx2.5mg,A5,5f8f550fd3d64947e0da23a5
Climbing,24,1347,1604,107,30.0,5f8f550fd3d64947e0da23a3,1358,-11.844225067726494,-2.96427,femea,flx2.5mg,A5,5f8f550fd3d64947e0da23a5
Climbing,31,1916,1993,107,30.0,5f8f550fd3d64947e0da23a3,1962,-129.06272392363488,-32.3007,femea,flx2.5mg,A5,5f8f550fd3d64947e0da23a5
Climbing,52,2994,3020,107,30.0,5f8f550fd3d64947e0da23a3,3005,12.68842882524833,3.17555,femea,flx2.5mg,A5,5f8f550fd3d64947e0da23a5
Climbing,84,4798,4885,107,30.0,5f8f550fd3d64947e0da23a3,4809,-3.4240957147842206,-0.8569530000000001,femea,flx2.5mg,A5,5f8f550fd3d64947e0da23a5
Headshaking,58,3316,3320,107,30.0,5f8f550fd3d64947e0da23a3,3317,-8.289403234356314,-2.0746,femea,flx2.5mg,A5,5f8f550fd3d64947e0da23a5
Headshaking,58,3316,3320,107,30.0,5f8f550fd3d64947e0da23a3,3319,-12.590255376165068,-3.15098,femea,flx2.5mg,A5,5f8f550fd3d64947e0da23a5
Headshaking,127,7257,7264,107,30.0,5f8f550fd3d64947e0da23a3,7258,0.8654087430442159,0.216587,femea,flx2.5mg,A5,5f8f550fd3d64947e0da23a5
Headshaking,127,7257,7264,107,30.0,5f8f550fd3d64947e0da23a3,7260,-21.62141355915047,-5.41122,femea,flx2.5mg,A5,5f8f550fd3d64947e0da23a5
Headshaking,127,7257,7264,107,30.0,5f8f550fd3d64947e0da23a3,7261,8.254561049740683,2.06588,femea,flx2.5mg,A5,5f8f550fd3d64947e0da23a5
Diving,33,2036,2180,107,30.0,5f8f550fd3d64947e0da23a3,2160,5.7141182769634025,1.43008,femea,flx2.5mg,A5,5f8f550fd3d64947e0da23a5
Diving,33,2036,2180,107,30.0,5f8f550fd3d64947e0da23a3,2170,-2.132073989030572,-0.533597,femea,flx2.5mg,A5,5f8f550fd3d64947e0da23a5
Diving,46,2599,2606,107,30.0,5f8f550fd3d64947e0da23a3,2604,0.04923256625475817,0.0123215,femea,flx2.5mg,A5,5f8f550fd3d64947e0da23a5
Diving,48,2621,2821,107,30.0,5f8f550fd3d64947e0da23a3,2642,1.7869126041869223,0.447213,femea,flx2.5mg,A5,5f8f550fd3d64947e0da23a5
Diving,48,2621,2821,107,30.0,5f8f550fd3d64947e0da23a3,2714,-1.6304703961300666,-0.40806,femea,flx2.5mg,A5,5f8f550fd3d64947e0da23a5
Immobility,46,3279,3317,118,30.0,5f8f5516d3d64947e0da240b,3287,5.067840769198115,1.27342,femea,veiculo,A4,5f8f5516d3d64947e0da240d
Immobility,81,4431,4456,118,30.0,5f8f5516d3d64947e0da240b,4432,-36.49631744279832,-9.1706,femea,veiculo,A4,5f8f5516d3d64947e0da240d
Immobility,89,4651,4718,118,30.0,5f8f5516d3d64947e0da240b,4659,-9.939601286241881,-2.49757,femea,veiculo,A4,5f8f5516d3d64947e0da240d
Immobility,143,7213,7248,118,30.0,5f8f5516d3d64947e0da240b,7232,-12.61153797172815,-3.1689599999999998,femea,veiculo,A4,5f8f5516d3d64947e0da240d
Immobility,160,7499,7525,118,30.0,5f8f5516d3d64947e0da240b,7520,-17.119672496497856,-4.301740000000001,femea,veiculo,A4,5f8f5516d3d64947e0da240d
Swimming,67,4118,4126,118,30.0,5f8f5516d3d64947e0da240b,4122,-6.178378507450014,-1.55247,femea,veiculo,A4,5f8f5516d3d64947e0da240d
Swimming,82,4456,4469,118,30.0,5f8f5516d3d64947e0da240b,4462,-19.268396867173237,-4.84166,femea,veiculo,A4,5f8f5516d3d64947e0da240d
Swimming,84,4516,4524,118,30.0,5f8f5516d3d64947e0da240b,4516,0.1480336258861485,0.037197100000000004,femea,veiculo,A4,5f8f5516d3d64947e0da240d
Swimming,96,4927,4948,118,30.0,5f8f5516d3d64947e0da240b,4937,12.855016555588572,3.23014,femea,veiculo,A4,5f8f5516d3d64947e0da240d
Swimming,152,7387,7404,118,30.0,5f8f5516d3d64947e0da240b,7394,10.527085898034557,2.64519,femea,veiculo,A4,5f8f5516d3d64947e0da240d
Climbing,17,1229,1407,118,30.0,5f8f5516d3d64947e0da240b,1317,41.402502440888064,10.4034,femea,veiculo,A4,5f8f5516d3d64947e0da240d
Climbing,21,1516,1802,118,30.0,5f8f5516d3d64947e0da240b,1569,-3.8989127435581774,-0.979698,femea,veiculo,A4,5f8f5516d3d64947e0da240d
Climbing,23,1867,1936,118,30.0,5f8f5516d3d64947e0da240b,1934,36.994338200959376,9.295739999999999,femea,veiculo,A4,5f8f5516d3d64947e0da240d
Climbing,37,2745,2864,118,30.0,5f8f5516d3d64947e0da240b,2766,-13.077880247909329,-3.28614,femea,veiculo,A4,5f8f5516d3d64947e0da240d
Climbing,121,5896,6062,118,30.0,5f8f5516d3d64947e0da240b,5905,2.020390701277752,0.5076729999999999,femea,veiculo,A4,5f8f5516d3d64947e0da240d
Headshaking,63,4076,4078,118,30.0,5f8f5516d3d64947e0da240b,4077,6.917211444581229,1.73812,femea,veiculo,A4,5f8f5516d3d64947e0da240d
Headshaking,80,4429,4431,118,30.0,5f8f5516d3d64947e0da240b,4430,-29.00614732351318,-7.2885100000000005,femea,veiculo,A4,5f8f5516d3d64947e0da240d
Headshaking,108,5233,5245,118,30.0,5f8f5516d3d64947e0da240b,5233,-22.349248630980178,-5.6158,femea,veiculo,A4,5f8f5516d3d64947e0da240d
Headshaking,144,7248,7251,118,30.0,5f8f5516d3d64947e0da240b,7250,-30.10040805280808,-7.56347,femea,veiculo,A4,5f8f5516d3d64947e0da240d
Headshaking,146,7262,7264,118,30.0,5f8f5516d3d64947e0da240b,7262,-19.48027656322961,-4.8949,femea,veiculo,A4,5f8f5516d3d64947e0da240d
Immobility,38,3269,3281,105,30.0,5f8f5517d3d64947e0da241b,3269,2.1642580827476823,0.566742,femea,veiculo,A6,5f8f5517d3d64947e0da241d
Immobility,98,5832,5903,105,30.0,5f8f5517d3d64947e0da241b,5874,5.168401449605585,1.35342,femea,veiculo,A6,5f8f5517d3d64947e0da241d
Immobility,122,6780,6849,105,30.0,5f8f5517d3d64947e0da241b,6781,16.98959893990909,4.44897,femea,veiculo,A6,5f8f5517d3d64947e0da241d
Immobility,134,7119,7286,105,30.0,5f8f5517d3d64947e0da241b,7120,-9.598328905680166,-2.51346,femea,veiculo,A6,5f8f5517d3d64947e0da241d
Immobility,138,7351,7395,105,30.0,5f8f5517d3d64947e0da241b,7394,-8.548548675968345,-2.2385599999999997,femea,veiculo,A6,5f8f5517d3d64947e0da241d
Swimming,0,126,190,105,30.0,5f8f5517d3d64947e0da241b,184,5.107797549112581,1.33755,femea,veiculo,A6,5f8f5517d3d64947e0da241d
Swimming,69,4735,4750,105,30.0,5f8f5517d3d64947e0da241b,4736,6.643325487879856,1.73965,femea,veiculo,A6,5f8f5517d3d64947e0da241d
Swimming,88,5368,5388,105,30.0,5f8f5517d3d64947e0da241b,5382,1.1715455713072802,0.306786,femea,veiculo,A6,5f8f5517d3d64947e0da241d
Swimming,113,6448,6462,105,30.0,5f8f5517d3d64947e0da241b,6449,-3.0142974797382363,-0.789337,femea,veiculo,A6,5f8f5517d3d64947e0da241d
Swimming,117,6534,6562,105,30.0,5f8f5517d3d64947e0da241b,6551,3.7077443408991684,0.9709260000000001,femea,veiculo,A6,5f8f5517d3d64947e0da241d
Climbing,15,588,1524,105,30.0,5f8f5517d3d64947e0da241b,1137,90.60264029847515,23.7256,femea,veiculo,A6,5f8f5517d3d64947e0da241d
Climbing,15,588,1524,105,30.0,5f8f5517d3d64947e0da241b,1180,-3.0550284943984987,-0.800003,femea,veiculo,A6,5f8f5517d3d64947e0da241d
Climbing,31,2826,3163,105,30.0,5f8f5517d3d64947e0da241b,2909,-35.59197956193601,-9.320269999999999,femea,veiculo,A6,5f8f5517d3d64947e0da241d
Climbing,95,5653,5776,105,30.0,5f8f5517d3d64947e0da241b,5739,-9.460203947845768,-2.47729,femea,veiculo,A6,5f8f5517d3d64947e0da241d
Climbing,95,5653,5776,105,30.0,5f8f5517d3d64947e0da241b,5766,-8.00238800498477,-2.09554,femea,veiculo,A6,5f8f5517d3d64947e0da241d
Headshaking,56,4275,4278,105,30.0,5f8f5517d3d64947e0da241b,4275,26.162745849313826,6.851089999999999,femea,veiculo,A6,5f8f5517d3d64947e0da241d
Headshaking,56,4275,4278,105,30.0,5f8f5517d3d64947e0da241b,4277,-13.080437325689006,-3.4253,femea,veiculo,A6,5f8f5517d3d64947e0da241d
Headshaking,81,5178,5183,105,30.0,5f8f5517d3d64947e0da241b,5180,29.044734359903927,7.60578,femea,veiculo,A6,5f8f5517d3d64947e0da241d
Headshaking,131,7092,7095,105,30.0,5f8f5517d3d64947e0da241b,7094,65.17535161336723,17.0671,femea,veiculo,A6,5f8f5517d3d64947e0da241d
Diving,19,1632,1723,105,30.0,5f8f5517d3d64947e0da241b,1646,122.92777557844835,32.1904,femea,veiculo,A6,5f8f5517d3d64947e0da241d
Diving,19,1632,1723,105,30.0,5f8f5517d3d64947e0da241b,1702,7.637542595211516,2.0,femea,veiculo,A6,5f8f5517d3d64947e0da241d
Diving,70,4750,4841,105,30.0,5f8f5517d3d64947e0da241b,4750,-18.94809398759918,-4.96183,femea,veiculo,A6,5f8f5517d3d64947e0da241d
Diving,70,4750,4841,105,30.0,5f8f5517d3d64947e0da241b,4772,3.818771297605758,1.0,femea,veiculo,A6,5f8f5517d3d64947e0da241d
Diving,94,5602,5653,105,30.0,5f8f5517d3d64947e0da241b,5646,5.669653370129317,1.48468,femea,veiculo,A6,5f8f5517d3d64947e0da241d
Immobility,27,3098,3113,130,30.0,5f8f5516d3d64947e0da2413,3108,-3.1563480115816165,-0.829584,femea,veiculo,A5,5f8f5516d3d64947e0da2415
Immobility,89,6244,6265,130,30.0,5f8f5516d3d64947e0da2413,6251,-0.7884820498902335,-0.20723699999999998,femea,veiculo,A5,5f8f5516d3d64947e0da2415
Immobility,107,6803,6858,130,30.0,5f8f5516d3d64947e0da2413,6812,-5.453860602086772,-1.43344,femea,veiculo,A5,5f8f5516d3d64947e0da2415
Immobility,115,7164,7187,130,30.0,5f8f5516d3d64947e0da2413,7182,-4.995313833639194,-1.31292,femea,veiculo,A5,5f8f5516d3d64947e0da2415
Immobility,123,7348,7402,130,30.0,5f8f5516d3d64947e0da2413,7381,4.467901345735081,1.1743,femea,veiculo,A5,5f8f5516d3d64947e0da2415
Swimming,88,6239,6244,130,30.0,5f8f5516d3d64947e0da2413,6243,-10.131707273767237,-2.66292,femea,veiculo,A5,5f8f5516d3d64947e0da2415
Swimming,96,6445,6453,130,30.0,5f8f5516d3d64947e0da2413,6446,24.99064669095779,6.5683,femea,veiculo,A5,5f8f5516d3d64947e0da2415
